State,City,Locations,Courts
California,Moorpark,3,16
California,Mountain View,3,17
California,Murrieta,3,6
California,Ojai,3,8
California,Ontario,3,8
California,Orange,3,7
California,Orangevale,3,6
California,Oroville,3,9
California,Palm Springs,3,20
California,Piedmont,3,14
California,Pismo Beach,3,12
California,Pleasanton,3,21
California,Poway,3,44
California,Rancho Cucamonga,3,8
California,Rancho Palos Verdes,3,14
California,Redding,3,23
California,Redlands,3,12
California,Redondo Beach,3,4
California,San Carlos,3,10
California,San Jacinto,3,29
California,San Mateo,3,11
California,Santa Cruz,3,18
California,Seal Beach,3,32
California,Simi Valley,3,26
California,South Lake Tahoe,3,14
California,Templeton,3,10
California,Truckee,3,6
California,Turlock,3,14
California,Ukiah,3,6
California,Vallejo,3,9
California,Visalia,3,16
California,Agoura Hills,2,8
California,Aguanga,2,10
California,Altadena,2,8
California,Aptos,2,17
California,Arroyo Grande,2,7
California,Barstow,2,10
California,Beaumont,2,13
California,Blue Lake,2,7
California,Brentwood,2,11
California,Canyon Lake,2,12
California,Carson,2,16
California,Cathedral City,2,13
California,Chico,2,19
California,Chino Hills,2,9
California,Claremont,2,15
California,Concord,2,16
California,Copperopolis,2,4
California,Covina,2,8
California,Crescent City,2,5
California,Cupertino,2,14
California,Dana Point,2,8
California,Eastvale,2,5
California,El Segundo,2,17
California,Fiddletown,2,5
California,Fort Bragg,2,10
California,Fortuna,2,5
California,Fountain Valley,2,53
California,Gilroy,2,6
California,Hanford,2,12
California,Hermosa Beach,2,4
California,Hesperia,2,7
California,Hollister,2,7
California,Kingsburg,2,6
California,Laguna Hills,2,12
California,Lake Arrowhead,2,4
California,Lake Elsinore,2,5
California,Lakeside,2,12
California,La Mirada,2,6
California,Lancaster,2,11
California,La Puente,2,7
California,Lincoln,2,19
California,Lodi,2,10
California,Loma Linda,2,28
California,Lompoc,2,12
California,Manteca,2,8
California,Menlo Park,2,6
California,Modesto,2,28
California,Monterey Park,2,7
California,Morgan Hill,2,9
California,Novato,2,18
California,Oakdale,2,8
California,Occidental,2,5
California,Orinda,2,5
California,Paso Robles,2,6
California,Patterson,2,12
California,Penn Valley,2,9
California,Perris,2,5
California,Petaluma,2,5
California,Portola Valley,2,12
California,Rancho Cordova,2,11
California,Rancho Santa Margarita,2,16
California,Red Bluff,2,7
California,Riverbank,2,12
California,Rohnert Park,2,20
California,Rolling Hills Estates,2,8
California,Salinas,2,10
California,San Geronimo,2,4
California,San Juan Capistrano,2,5
California,San Leandro,2,14
California,San Luis Obispo,2,10
California,Santa Clara,2,16
California,Santa Maria,2,9
California,Sausalito,2,8
California,Seaside,2,24
California,Sebastopol,2,4
California,South Pasadena,2,14
California,Spring Valley,2,51
California,Sunnyvale,2,18
California,Tahoe City,2,16
California,Temescal Valley,2,4
California,Trabuco Canyon,2,20
California,Tracy,2,6
California,Ventura,2,10
California,West Hollywood,2,7
California,Westlake Village,2,12
California,Westminster,2,5
California,Westwood,2,4
California,Woodland,2,10
California,Yountville,2,10
California,Yuba City,2,7
California,Yucca Valley,2,5
California,Acton,1,2
California,Alamo,1,3
California,Albany,1,6
California,Alhambra,1,3
California,Aliso Viejo,1,8
California,Antelope,1,2
California,Arnold,1,1
California,Atlanta,1,2
California,Auburn Lake Trails,1,12
California,Avalon,1,4
California,Azusa,1,4
California,Baldwin Park,1,2
California,Baywood-Los Osos,1,4
California,Bellflower,1,2
California,Belvedere Gardens,1,1
California,Beverly Hills,1,4
California,Big Bear City,1,8
California,Big Bear Lake,1,4
California,Bishop,1,4
California,Bolinas,1,1
California,Bonita,1,1
California,Bonsall,1,2
California,Boulder Creek,1,4
California,Brea,1,2
California,Brisbane,1,2
California,Buellton,1,3
California,Burnt Ranch,1,2
California,Calabasas,1,16
California,Calimesa,1,2
California,Calistoga,1,4
California,Cambria,1,6
California,Cameron Park,1,3
California,Campbell,1,20
California,Carmel-by-the-Sea,1,4
California,Carpinteria,1,2
California,Ceres,1,2
California,Cherry Valley,1,2
California,Cienega,1,4
California,City of Industry,1,4
California,Coachella,1,4
California,Compton,1,2
California,Corcoran,1,4
California,Corte Madera,1,2
California,Dinuba,1,2
California,Downey,1,4
California,Duarte,1,2
California,Dublin,1,2
California,Durham,1,3
California,El Cerrito,1,6
California,El Paso de Robles,1,3
California,El Sobrante,1,4
California,Etna,1,2
California,Fairfax,1,5
California,Fawnskin,1,2
California,Fillmore,1,2
California,Foster City,1,6
California,Fowler,1,2
California,Frazier Park,1,4
California,Galt,1,7
California,Garden Valley,1,2
California,Gold River,1,25
California,Graeagle,1,4
California,Grand Terrace,1,6
California,Groveland,1,6
California,Grover Beach,1,4
California,Guerneville,1,2
California,Half Moon Bay,1,2
California,Hawthorne,1,4
California,Helendale,1,3
California,Hidden Valley Lake,1,2
California,Highland,1,2
California,Holtville,1,2
California,Homeland,1,2
California,Huntington Park,1,2
California,Idyllwild-Pine Cove,1,2
California,Imperial Beach,1,2
California,Indian Wells,1,4
California,Inglewood,1,8
California,Jackson,1,4
California,Jamul,1,2
California,Kelsey,1,3
California,Kelseyville,1,6
California,Kentfield,1,6
California,Kernville,1,2
California,Lafayette,1,6
California,Laguna Woods,1,10
California,La Habra,1,20
California,Lakeside Park,1,7
California,Lakewood,1,8
California,La Palma,1,4
California,Larkspur,1,4
California,Lathrop,1,2
California,La Verne,1,4
California,Lemon Grove,1,4
California,Lewiston,1,2
California,Loleta,1,4
California,Marina,1,2
California,Mariposa,1,4
California,Mather,1,1
California,McKinleyville,1,3
California,Meadow Vista,1,4
California,Millbrae,1,4
California,Monrovia,1,4
California,Montague,1,3
California,Montebello,1,4
California,Monte Rio,1,2
California,Moreno Valley,1,12
California,Morro Bay,1,4
California,Moss Beach,1,1
California,Mount Shasta,1,8
California,Nevada City,1,2
California,Nevin,1,3
California,Niland,1,8
California,Nipomo,1,6
California,Norco,1,4
California,Norwalk,1,3
California,Noyo,1,1
California,Nuevo,1,14
California,Oakley,1,5
California,Oak Park,1,4
California,Pacific Grove,1,4
California,Palmdale,1,8
California,Palo Alto,1,15
California,Parker Dam,1,2
California,Parklabrea,1,3
California,Pittsburg,1,3
California,Placentia,1,4
California,Placerville,1,4
California,Pleasant Hill,1,4
California,Pollock Pines,1,1
California,Pomona,1,16
California,Porterville,1,4
California,Port Hueneme,1,10
California,Rampart,1,3
California,Rancho Murieta,1,2
California,Reedley,1,8
California,Rio Linda,1,4
California,Rio Vista,1,4
California,Ripon,1,4
California,Rolling Hills,1,1
California,Ross,1,4
California,San Andreas,1,1
California,San Bernardino,1,8
California,San Bruno,1,4
California,San Dimas,1,6
California,San Gabriel,1,8
California,San Juan Bautista,1,6
California,San Martin,1,2
California,Santee,1,8
California,Scotts Valley,1,8
California,Selma,1,6
California,Shasta Lake,1,4
California,Shingle Springs,1,6
California,Sierra Madre,1,2
California,Signal Hill,1,1
California,Soda Springs,1,0
California,Solana Beach,1,3
California,Solvang,1,4
California,Somerset,1,2
California,Sonoma,1,1
California,South El Monte,1,16
California,St. Helena,1,4
California,Sylvia Park,1,3
California,Tahoe Vista,1,6
California,Tecate,1,3
California,Temple City,1,4
California,Thousand Palms,1,8
California,Topanga,1,2
California,Topanga Beach,1,6
California,Tulare,1,2
California,Twain Harte,1,2
California,Twentynine Palms,1,2
California,Upland,1,4
California,Watsonville,1,4
California,Weaverville,1,6
California,West Covina,1,3
California,West Sacramento,1,4
California,Whitethorn,1,2
California,Whittier,1,4
California,Wilton,1,6
California,Winchester,1,2
California,Windsor,1,5
California,Woodside,1,3
California,Yreka,1,3
Colorado,Denver,48,164
Colorado,Colorado Springs,28,143
Colorado,Aurora,17,56
Colorado,Littleton,13,60
Colorado,Fort Collins,12,51
Colorado,Boulder,10,37
Colorado,Lakewood,10,44
Colorado,Longmont,10,53
Colorado,Pueblo,8,36
Colorado,Loveland,7,39
Colorado,Parker,7,43
Colorado,Westminster,7,31
Colorado,Arvada,6,45
Colorado,Durango,6,21
Colorado,Thornton,6,31
Colorado,Evergreen,6,22
Colorado,Centennial,5,28
Colorado,Aspen,5,45
Colorado,Crested Butte,5,15
Colorado,Castle Rock,4,25
Colorado,Broomfield,4,23
Colorado,Englewood,4,11
Colorado,Windsor,4,32
Colorado,Greeley,4,19
Colorado,Wheat Ridge,4,27
Colorado,Lafayette,4,18
Colorado,Vail,4,21
Colorado,United States,4,29
Colorado,Grand Junction,4,38
Colorado,Gunnison,3,14
Colorado,Golden,3,13
Colorado,Silverthorne,3,18
Colorado,Highlands Ranch,3,17
Colorado,Carbondale,3,12
Colorado,Grand Lake,3,8
Colorado,New Castle,3,6
Colorado,Palmer Lake,2,10
Colorado,Avon,2,10
Colorado,Breckenridge,2,15
Colorado,Gleneagle,2,16
Colorado,Firestone,2,5
Colorado,Air Force Academy,2,16
Colorado,Northglenn,2,11
Colorado,Trinidad,2,4
Colorado,Salida,2,9
Colorado,Gypsum,2,11
Colorado,Monument,2,5
Colorado,Superior,2,9
Colorado,Frederick,2,4
Colorado,Montrose,2,17
Colorado,Steamboat Springs,2,24
Colorado,Ordway,2,5
Colorado,Crawford,2,2
Colorado,Craig,2,7
Colorado,Brighton,2,5
Colorado,Erie,2,7
Colorado,Alamosa,2,6
Colorado,Fort Morgan,2,4
Colorado,Buena Vista,2,9
Colorado,Pagosa Springs,2,11
Colorado,Sable,2,6
Colorado,Poncha Springs,2,3
Colorado,Cortez,2,8
Colorado,Berthoud,2,8
Colorado,Lone Tree,1,6
Colorado,Federal Heights,1,0
Colorado,Manassa,1,0
Colorado,Monte Vista,1,2
Colorado,Pine Valley,1,5
Colorado,La Veta,1,2
Colorado,Louisville,1,3
Colorado,Commerce City,1,3
Colorado,Johnstown,1,4
Colorado,Creede,1,2
Colorado,Norwood,1,4
Colorado,Milliken,1,4
Colorado,Beaver Creek,1,6
Colorado,Dillon,1,8
Colorado,Eagle,1,2
Colorado,Cedaredge,1,4
Colorado,Ca̱on City,1,6
Colorado,Basalt,1,4
Colorado,Frisco,1,4
Colorado,Palisade,1,6
Colorado,Eaton,1,3
Colorado,Shirley,1,6
Colorado,Ridgway,1,7
Colorado,South Fork,1,3
Colorado,Holly,1,3
Colorado,Estes Park,1,4
Colorado,Fort Lupton,1,2
Colorado,Granby,1,2
Colorado,Crestone,1,4
Colorado,Fruita,1,3
Colorado,Snowmass Village,1,10
Colorado,Woodland Park,1,2
Colorado,Paonia,1,8
Colorado,Fraser,1,6
Colorado,Castle Pines,1,5
Colorado,Glenwood Springs,1,7
Colorado,Pitkin,1,1
Colorado,Lake George,1,2
Colorado,Lake City,1,3
Colorado,Nederland,1,2
Colorado,Meeker,1,1
Colorado,Nathrop,1,4
Colorado,Burlington,1,4
Colorado,Manitou Springs,1,2
Colorado,Del Norte,1,4
Colorado,Idaho Springs,1,1
Colorado,Appleton,1,2
Colorado,Evans,1,1
Colorado,El Jebel,1,4
Colorado,Greenwood Village,1,2
Colorado,Parachute,1,6
Colorado,Wellington,1,5
Colorado,Peyton,1,4
Colorado,Delta,1,3
Connecticut,Stamford,9,42
Connecticut,Milford,8,30
Connecticut,Greenwich,7,28
Connecticut,Danbury,6,19
Connecticut,Fairfield,5,32
Connecticut,Westport,5,18
Connecticut,Ridgefield,5,15
Connecticut,Newtown,4,18
Connecticut,Groton,4,14
Connecticut,Stonington,4,14
Connecticut,Simsbury,4,20
Connecticut,New Canaan,4,18
Connecticut,West Hartford,4,16
Connecticut,Bloomfield,4,25
Connecticut,Stratford,3,13
Connecticut,South Windsor,3,14
Connecticut,Norwalk,3,20
Connecticut,New Haven,3,12
Connecticut,Ellington,3,9
Connecticut,Bristol,3,13
Connecticut,Meriden,3,12
Connecticut,Shelton,3,8
Connecticut,Trumbull,3,9
Connecticut,East Lyme,3,12
Connecticut,Darien,2,9
Connecticut,Bridgeport,2,3
Connecticut,Cheshire,2,10
Connecticut,New Milford,2,8
Connecticut,Glastonbury,2,10
Connecticut,Suffield,2,9
Connecticut,East Hartford,2,10
Connecticut,Guilford,2,19
Connecticut,Harwinton,2,7
Connecticut,Plainville,2,12
Connecticut,Waterford,2,7
Connecticut,Tolland,2,4
Connecticut,Newington,2,4
Connecticut,Preston,2,6
Connecticut,Berlin,2,10
Connecticut,Monroe,2,8
Connecticut,Enfield,2,9
Connecticut,Wilton,1,3
Connecticut,Old Saybrook,1,3
Connecticut,North Stonington,1,2
Connecticut,New London,1,2
Connecticut,Cos Cob,1,4
Connecticut,Orange,1,5
Connecticut,Southbury,1,4
Connecticut,Thompson,1,3
Connecticut,Killingworth,1,4
Connecticut,Bolton,1,1
Connecticut,Southington,1,3
Connecticut,West Haven,1,3
Connecticut,Niantic,1,2
Connecticut,Mansfield,1,6
Connecticut,Tariffville,1,2
Connecticut,Torrington,1,2
Connecticut,Oxford,1,4
Connecticut,Winsted,1,2
Connecticut,Sandy Hook,1,3
Connecticut,Wallingford,1,8
Connecticut,Somers,1,4
Connecticut,Rocky Hill,1,12
Connecticut,North Branford,1,10
Connecticut,North Haven,1,14
Connecticut,Windsor,1,13
Connecticut,Westbrook,1,3
Connecticut,Moodus,1,2
Connecticut,Madison,1,3
Connecticut,Plantsville,1,6
Connecticut,Middlebury,1,4
Connecticut,Sherman,1,2
Connecticut,Collinsville,1,4
Connecticut,Coventry,1,2
Connecticut,Manchester,1,4
Connecticut,Ansonia,1,2
Connecticut,Redding,1,13
Connecticut,Montville,1,6
Connecticut,Woodstock,1,4
Connecticut,Plymouth,1,4
Connecticut,Bethel,1,3
Connecticut,Dayville,1,2
Connecticut,Vernon,1,8
Connecticut,Brookfield,1,2
Connecticut,Windham,1,6
Connecticut,Weston,1,4
Connecticut,Farmington,1,4
Connecticut,Granby,1,4
Connecticut,North Canaan,1,2
Connecticut,Mashantucket,1,2
Connecticut,Lisbon,1,2
Delaware,Wilmington,16,68
Delaware,Lewes,10,25
Delaware,Newark,8,46
Delaware,Rehoboth Beach,7,20
Delaware,Middletown,4,18
Delaware,Millsboro,4,12
Delaware,Dover,3,25
Delaware,Bethany Beach,2,26
Delaware,Frankford,2,16
Delaware,Georgetown,2,10
Delaware,Milford,2,5
Delaware,Millville,2,7
Delaware,Ocean View,2,4
Delaware,Selbyville,2,8
Delaware,Camden,1,1
Delaware,Fieldsboro,1,2
Delaware,Hockessin,1,9
Delaware,Long Neck,1,2
Delaware,Newport,1,10
Delaware,Seaford,1,6
Delaware,Wyoming,1,1
District of Columbia,Washington,32,123
Florida,Jacksonville,33,145
Florida,Tampa,31,156
Florida,Orlando,28,112
Florida,Sarasota,27,146
Florida,Miami,27,148
Florida,Fort Myers,26,149
Florida,The Villages,26,158
Florida,Boca Raton,26,119
Florida,Naples,23,178
Florida,Bradenton,21,104
Florida,Boynton Beach,21,92
Florida,Melbourne,18,74
Florida,Delray Beach,17,70
Florida,Gainesville,17,67
Florida,Ocala,16,94
Florida,Tallahassee,15,64
Florida,Lady Lake,14,82
Florida,Clearwater,13,43
Florida,West Palm Beach,13,65
Florida,Jupiter,13,52
Florida,Fort Lauderdale,12,90
Florida,Daytona Beach,11,53
Florida,Cape Coral,11,93
Florida,Kissimmee,10,70
Florida,Punta Gorda,10,75
Florida,Venice,10,51
Florida,St. Petersburg,9,51
Florida,Wildwood,9,69
Florida,Estero,9,57
Florida,St. Petersburg,9,31
Florida,United States,9,49
Florida,Palm Coast,8,46
Florida,Ponte Vedra Beach,8,70
Florida,Port Charlotte,8,43
Florida,St. Augustine,8,23
Florida,Picolata,8,27
Florida,Bonita Springs,8,46
Florida,Sebring,7,50
Florida,Englewood,7,51
Florida,Stuart,7,33
Florida,Vero Beach,7,45
Florida,Pensacola,7,20
Florida,Miami Beach,7,25
Florida,Fort Pierce,7,32
Florida,Leesburg,7,46
Florida,New Smyrna Beach,6,24
Florida,Pembroke Pines,6,32
Florida,Zephyrhills,6,27
Florida,Palm Beach Gardens,6,44
Florida,Summerfield,6,42
Florida,Largo,6,20
Florida,Fort Walton Beach,6,22
Florida,Wesley Chapel,6,19
Florida,Fernandina Beach,6,25
Florida,Panama City Beach,6,27
Florida,Port St. Lucie,6,71
Florida,Santa Rosa Beach,5,22
Florida,Oviedo,5,20
Florida,Lakeland,5,33
Florida,North Fort Myers,5,18
Florida,Deerfield Beach,5,31
Florida,St. Augustine,5,18
Florida,Palm Bay,5,16
Florida,Dade City,5,15
Florida,Clermont,5,29
Florida,Brooksville,5,26
Florida,Cocoa Beach,5,8
Florida,Weston,5,22
Florida,Port St. Lucie,5,81
Florida,Palmetto,5,22
Florida,Lake Worth,5,19
Florida,Palm Harbor,5,24
Florida,Orange Park,5,19
Florida,Miramar Beach,5,24
Florida,Sanibel,5,21
Florida,Gulfport,5,9
Florida,Coral Gables,4,9
Florida,Coconut Creek,4,24
Florida,Nokomis,4,30
Florida,Cocoa,4,18
Florida,Dunedin,4,19
Florida,Key Largo,4,35
Florida,Titusville,4,19
Florida,Winter Park,4,18
Florida,Hollywood,4,22
Florida,Tarpon Springs,4,18
Florida,North Port,4,12
Florida,Crystal River,4,14
Florida,Lake Wales,4,16
Florida,Destin,4,14
Florida,Sebastian,4,20
Florida,Pompano Beach,4,32
Florida,Wellington,4,18
Florida,Merritt Island,4,13
